종목,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 200,7,위,무손절,뒤 절반,12,2.1,0.18,50.0,1.21,45.24,4.76,2.01,-1.66,6,4.54,-3.18,-20.54,2.29,0,0,7.92,예,2015-07-20,2026-07-20,판정 안 함
KODEX 200,7,위,무손절,최근 10년,10,3.81,0.38,50.0,1.495,40.07,9.93,2.3,-1.54,5,4.54,-3.18,-20.54,2.38,0,0,7.9,예,2017-07-20,2026-07-20,판정 안 함
KODEX 200,7,위,무손절,최근 5년,5,7.55,1.51,80.0,1.709,36.92,43.08,2.21,-1.29,1,4.54,-1.29,-20.54,2.12,0,0,8.0,아니오,2022-07-20,2026-07-20,판정 안 함
KODEX 200,8,아래,-3.0,전체,24,-19.48,-0.81,37.5,0.698,58.88,-21.38,1.56,-2.24,15,4.11,-3.58,-3.58,2.22,5,2,6.38,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-3.0,앞 절반,12,-10.4,-0.87,33.33,0.947,51.35,-18.02,2.34,-2.47,8,4.11,-3.58,-3.58,2.62,2,2,5.83,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-3.0,뒤 절반,12,-9.08,-0.76,41.67,0.477,67.73,-26.06,0.94,-1.97,7,1.71,-3.38,-3.38,1.85,3,0,6.92,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-3.0,최근 10년,10,-9.59,-0.96,40.0,0.442,69.34,-29.34,1.0,-2.27,6,1.71,-3.38,-3.38,1.97,3,0,6.8,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-3.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-4.0,전체,24,-19.45,-0.81,41.67,0.588,62.97,-21.3,1.41,-2.4,14,4.11,-4.0,-4.0,2.34,0,4,7.29,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-4.0,앞 절반,12,-8.49,-0.71,41.67,0.736,57.61,-15.94,1.88,-2.55,7,4.11,-4.0,-4.0,2.66,0,2,7.08,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-4.0,뒤 절반,12,-10.96,-0.91,41.67,0.419,70.45,-28.78,0.94,-2.24,7,1.71,-4.0,-4.0,2.09,0,2,7.5,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-4.0,최근 10년,10,-11.47,-1.15,40.0,0.389,72.02,-32.02,1.0,-2.58,6,1.71,-4.0,-4.0,2.22,0,2,7.5,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-4.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-5.0,전체,24,-20.14,-0.84,41.67,0.576,63.44,-21.77,1.41,-2.44,14,4.11,-5.17,-5.17,2.44,1,1,7.54,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-5.0,앞 절반,12,-10.65,-0.89,41.67,0.656,60.38,-18.71,1.88,-2.86,7,4.11,-5.17,-5.17,2.93,1,1,7.25,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-5.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-5.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-5.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-6.0,전체,24,-23.83,-0.99,41.67,0.52,65.79,-24.12,1.41,-2.71,14,4.11,-7.43,-7.43,2.76,2,0,7.71,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-6.0,앞 절반,12,-14.35,-1.2,41.67,0.554,64.35,-22.68,1.88,-3.39,7,4.11,-7.43,-7.43,3.46,2,0,7.58,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-6.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-6.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-6.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-7.0,전체,24,-24.4,-1.02,41.67,0.512,66.12,-24.45,1.41,-2.75,14,4.11,-7.43,-7.43,2.81,1,1,7.71,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-7.0,앞 절반,12,-14.92,-1.24,41.67,0.541,64.89,-23.22,1.88,-3.47,7,4.11,-7.43,-7.43,3.54,1,1,7.58,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-7.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-7.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-7.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-8.0,전체,24,-25.97,-1.08,41.67,0.492,67.01,-25.34,1.41,-2.86,14,4.11,-8.0,-8.0,2.97,0,2,7.79,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-8.0,앞 절반,12,-16.49,-1.37,41.67,0.508,66.3,-24.63,1.88,-3.7,7,4.11,-8.0,-8.0,3.78,0,2,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-8.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-8.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-8.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-9.0,전체,24,-26.84,-1.12,41.67,0.482,67.48,-25.81,1.41,-2.92,14,4.11,-8.59,-8.61,3.06,0,0,7.79,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-9.0,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,-25.36,1.88,-3.82,7,4.11,-8.59,-8.61,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-9.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-9.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-9.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,-10.0,전체,24,-26.84,-1.12,41.67,0.482,67.48,-25.81,1.41,-2.92,14,4.11,-8.59,-8.61,3.06,0,0,7.79,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,-10.0,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,-25.36,1.88,-3.82,7,4.11,-8.59,-8.61,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,-10.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,-10.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,-10.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,아래,무손절,전체,24,-26.84,-1.12,41.67,0.482,67.48,-25.81,1.41,-2.92,14,4.11,-8.59,-8.61,3.06,0,0,7.79,예,2003-08-20,2026-08-20,제외
KODEX 200,8,아래,무손절,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,-25.36,1.88,-3.82,7,4.11,-8.59,-8.61,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,아래,무손절,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,-26.68,0.94,-2.02,7,1.71,-4.58,-4.82,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,아래,무손절,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,-29.95,1.0,-2.33,6,1.71,-4.58,-4.82,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,아래,무손절,최근 5년,5,0.08,0.02,60.0,0.682,59.47,0.53,1.25,-1.83,2,1.71,-2.02,-2.78,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-3.0,전체,24,17.63,0.73,54.17,1.491,40.14,14.03,3.13,-2.1,11,8.59,-4.76,-4.76,3.42,2,4,7.0,예,2003-08-20,2026-08-20,제외
KODEX 200,8,위,-3.0,앞 절반,12,17.34,1.44,58.33,2.03,33.0,25.33,3.82,-1.88,5,8.59,-3.0,-3.0,3.89,0,3,7.08,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-3.0,뒤 절반,12,0.29,0.02,50.0,1.021,49.48,0.52,2.33,-2.28,6,4.58,-4.76,-4.76,2.87,2,1,6.92,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-3.0,최근 10년,10,3.97,0.4,60.0,0.93,51.8,8.2,2.33,-2.51,4,4.58,-4.76,-4.76,2.98,2,0,7.3,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-3.0,최근 5년,5,-6.1,-1.22,40.0,0.563,63.98,-23.98,1.83,-3.26,3,2.02,-4.76,-4.76,2.99,2,0,6.6,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-4.0,전체,24,18.54,0.77,54.17,1.552,39.18,14.99,3.13,-2.02,11,8.59,-4.76,-4.76,3.41,1,2,7.33,예,2003-08-20,2026-08-20,제외
KODEX 200,8,위,-4.0,앞 절반,12,17.46,1.46,58.33,2.057,32.71,25.62,3.82,-1.86,5,8.59,-4.0,-4.0,3.91,0,1,7.58,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-4.0,뒤 절반,12,1.08,0.09,50.0,1.083,48.0,2.0,2.33,-2.15,6,4.58,-4.76,-4.76,2.84,1,1,7.08,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-4.0,최근 10년,10,5.76,0.58,60.0,1.132,46.9,13.1,2.33,-2.06,4,4.58,-4.76,-4.76,2.78,1,0,7.5,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-4.0,최근 5년,5,-4.32,-0.86,40.0,0.689,59.2,-19.2,1.83,-2.66,3,2.02,-4.76,-4.76,2.78,1,0,7.0,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-5.0,전체,24,17.19,0.72,54.17,1.464,40.59,13.58,3.13,-2.14,11,8.59,-5.0,-5.0,3.5,0,2,7.42,예,2003-08-20,2026-08-20,제외
KODEX 200,8,위,-5.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-5.0,뒤 절반,12,-0.16,-0.01,50.0,0.989,50.28,-0.28,2.33,-2.36,6,4.58,-5.0,-5.0,3.02,0,2,7.08,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-5.0,최근 10년,10,5.52,0.55,60.0,1.101,47.6,12.4,2.33,-2.12,4,4.58,-5.0,-5.0,2.83,0,1,7.5,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-5.0,최근 5년,5,-4.55,-0.91,40.0,0.669,59.9,-19.9,1.83,-2.74,3,2.02,-5.0,-5.0,2.87,0,1,7.0,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-6.0,전체,24,15.19,0.63,54.17,1.349,42.57,11.6,3.13,-2.32,11,8.59,-6.0,-6.0,3.65,0,2,7.42,예,2003-08-20,2026-08-20,제외
KODEX 200,8,위,-6.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-6.0,뒤 절반,12,-2.16,-0.18,50.0,0.866,53.58,-3.58,2.33,-2.69,6,4.58,-6.0,-6.0,3.33,0,2,7.08,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-6.0,최근 10년,10,4.52,0.45,60.0,0.985,50.39,9.61,2.33,-2.37,4,4.58,-6.0,-6.0,3.05,0,1,7.5,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-6.0,최근 5년,5,-5.55,-1.11,40.0,0.597,62.63,-22.63,1.83,-3.07,3,2.02,-6.0,-6.0,3.23,0,1,7.0,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-7.0,전체,24,26.84,1.12,58.33,2.075,32.52,25.81,2.92,-1.41,10,8.59,-4.11,-6.55,3.06,0,0,7.79,예,2003-08-20,2026-08-20,후보
KODEX 200,8,위,-7.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-7.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,26.68,2.02,-0.94,5,4.58,-1.71,-6.55,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-7.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,29.95,2.33,-1.0,4,4.58,-1.71,-6.55,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-7.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,-0.53,1.83,-1.25,3,2.02,-1.71,-6.55,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-8.0,전체,24,26.84,1.12,58.33,2.075,32.52,25.81,2.92,-1.41,10,8.59,-4.11,-6.55,3.06,0,0,7.79,예,2003-08-20,2026-08-20,후보
KODEX 200,8,위,-8.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-8.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,26.68,2.02,-0.94,5,4.58,-1.71,-6.55,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-8.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,29.95,2.33,-1.0,4,4.58,-1.71,-6.55,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-8.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,-0.53,1.83,-1.25,3,2.02,-1.71,-6.55,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-9.0,전체,24,26.84,1.12,58.33,2.075,32.52,25.81,2.92,-1.41,10,8.59,-4.11,-6.55,3.06,0,0,7.79,예,2003-08-20,2026-08-20,후보
KODEX 200,8,위,-9.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-9.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,26.68,2.02,-0.94,5,4.58,-1.71,-6.55,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-9.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,29.95,2.33,-1.0,4,4.58,-1.71,-6.55,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-9.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,-0.53,1.83,-1.25,3,2.02,-1.71,-6.55,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,-10.0,전체,24,26.84,1.12,58.33,2.075,32.52,25.81,2.92,-1.41,10,8.59,-4.11,-6.55,3.06,0,0,7.79,예,2003-08-20,2026-08-20,후보
KODEX 200,8,위,-10.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,-10.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,26.68,2.02,-0.94,5,4.58,-1.71,-6.55,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,-10.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,29.95,2.33,-1.0,4,4.58,-1.71,-6.55,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,-10.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,-0.53,1.83,-1.25,3,2.02,-1.71,-6.55,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,8,위,무손절,전체,24,26.84,1.12,58.33,2.075,32.52,25.81,2.92,-1.41,10,8.59,-4.11,-6.55,3.06,0,0,7.79,예,2003-08-20,2026-08-20,후보
KODEX 200,8,위,무손절,앞 절반,12,17.35,1.45,58.33,2.033,32.97,25.36,3.82,-1.88,5,8.59,-4.11,-4.44,3.92,0,0,7.75,예,2003-08-20,2014-08-20,판정 안 함
KODEX 200,8,위,무손절,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,26.68,2.02,-0.94,5,4.58,-1.71,-6.55,1.98,0,0,7.83,예,2015-08-20,2026-08-20,판정 안 함
KODEX 200,8,위,무손절,최근 10년,10,9.99,1.0,60.0,2.328,30.05,29.95,2.33,-1.0,4,4.58,-1.71,-6.55,2.11,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
KODEX 200,8,위,무손절,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,-0.53,1.83,-1.25,3,2.02,-1.71,-6.55,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
KODEX 200,9,아래,-3.0,전체,23,22.25,0.97,60.87,1.761,36.22,24.65,2.5,-1.42,9,8.09,-3.0,-3.0,2.74,0,2,6.26,예,2003-09-19,2025-09-19,제외
KODEX 200,9,아래,-3.0,앞 절반,11,5.95,0.54,54.55,1.469,40.51,14.04,2.29,-1.56,5,6.71,-3.0,-3.0,2.78,0,1,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-3.0,뒤 절반,12,16.3,1.36,66.67,2.132,31.93,34.74,2.66,-1.25,4,8.09,-3.0,-3.0,2.77,0,1,6.17,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-3.0,최근 10년,10,11.85,1.19,60.0,2.25,30.77,29.23,2.81,-1.25,4,8.09,-3.0,-3.0,3.02,0,1,6.1,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-3.0,최근 5년,5,9.97,1.99,60.0,2.672,27.23,32.77,4.43,-1.66,2,8.09,-3.0,-3.0,4.14,0,1,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-4.0,전체,23,22.53,0.98,60.87,1.8,35.71,25.16,2.5,-1.39,9,8.09,-4.0,-4.0,2.75,0,1,6.3,예,2003-09-19,2025-09-19,제외
KODEX 200,9,아래,-4.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-4.0,뒤 절반,12,15.3,1.27,66.67,1.776,36.02,30.65,2.66,-1.5,4,8.09,-4.0,-4.0,2.92,0,1,6.25,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-4.0,최근 10년,10,10.85,1.09,60.0,1.874,34.79,25.21,2.81,-1.5,4,8.09,-4.0,-4.0,3.19,0,1,6.2,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-4.0,최근 5년,5,8.97,1.79,60.0,2.053,32.75,27.25,4.43,-2.16,2,8.09,-4.0,-4.0,4.46,0,1,6.2,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-5.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-5.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-5.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-5.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-5.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-6.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-6.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-6.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-6.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-6.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-7.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-7.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-7.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-7.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-7.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-8.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-8.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-8.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-8.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 200,9,아래,-8.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,50.69,4.43,-0.45,2,8.09,-0.59,-4.37,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,9,아래,-9.0,전체,23,25.93,1.13,60.87,2.474,28.79,32.08,2.5,-1.01,9,8.09,-2.25,-4.37,2.55,0,0,6.35,예,2003-09-19,2025-09-19,후보
KODEX 200,9,아래,-9.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,18.28,2.29,-1.3,5,6.71,-2.25,-3.05,2.64,0,0,6.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,9,아래,-9.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,47.12,2.66,-0.65,4,8.09,-1.14,-4.37,2.5,0,0,6.33,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,9,아래,-9.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,41.28,2.81,-0.65,4,8.09,-1.14,-4.37,2.73,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
