종목,청산 요일,날짜,주 기준일,청산 목표일,실제 청산일,보유 거래일,진입 종가,청산 종가,수익률(%),제외 사유,만기월
QQQ,금요일,2020-06-19,2020-06-19,2020-06-26,2020-06-26,5,244.24,240.22,-1.65,,6
QQQ,금요일,2020-07-17,2020-07-17,2020-07-24,2020-07-24,5,259.42,255.56,-1.49,,7
QQQ,금요일,2020-08-21,2020-08-21,2020-08-28,2020-08-28,5,281.87,292.53,3.78,,8
QQQ,금요일,2020-09-18,2020-09-18,2020-09-25,2020-09-25,5,266.87,271.56,1.76,,9
QQQ,금요일,2020-10-16,2020-10-16,2020-10-23,2020-10-23,5,288.51,284.74,-1.31,,10
QQQ,금요일,2020-11-20,2020-11-20,2020-11-27,2020-11-27,4,290.38,299.01,2.97,,11
QQQ,금요일,2020-12-18,2020-12-18,2020-12-25,2020-12-24,4,310.06,309.56,-0.16,,12
QQQ,금요일,2021-01-15,2021-01-15,2021-01-22,2021-01-22,4,311.86,325.42,4.35,,1
QQQ,금요일,2021-02-19,2021-02-19,2021-02-26,2021-02-26,5,331.02,314.14,-5.1,,2
QQQ,금요일,2021-03-19,2021-03-19,2021-03-26,2021-03-26,5,313.14,316.0,0.91,,3
QQQ,금요일,2021-04-16,2021-04-16,2021-04-23,2021-04-23,5,342.01,339.42,-0.76,,4
QQQ,금요일,2021-05-21,2021-05-21,2021-05-28,2021-05-28,5,327.01,333.93,2.12,,5
QQQ,금요일,2021-06-18,2021-06-18,2021-06-25,2021-06-25,5,342.63,349.46,1.99,,6
QQQ,금요일,2021-07-16,2021-07-16,2021-07-23,2021-07-23,5,357.6,368.2,2.96,,7
QQQ,금요일,2021-08-20,2021-08-20,2021-08-27,2021-08-27,5,367.73,376.04,2.26,,8
QQQ,금요일,2021-09-17,2021-09-17,2021-09-24,2021-09-24,5,373.83,373.33,-0.13,,9
QQQ,금요일,2021-10-15,2021-10-15,2021-10-22,2021-10-22,5,368.94,374.1,1.4,,10
QQQ,금요일,2021-11-19,2021-11-19,2021-11-26,2021-11-26,4,403.99,391.2,-3.17,,11
QQQ,금요일,2021-12-17,2021-12-17,2021-12-24,2021-12-23,4,384.91,396.92,3.12,,12
QQQ,금요일,2022-01-21,2022-01-21,2022-01-28,2022-01-28,5,351.69,351.8,0.03,,1
QQQ,금요일,2022-02-18,2022-02-18,2022-02-25,2022-02-25,4,341.51,345.77,1.25,,2
QQQ,금요일,2022-03-18,2022-03-18,2022-03-25,2022-03-25,5,351.49,359.35,2.24,,3
QQQ,금요일,2022-04-14,2022-04-15,2022-04-22,2022-04-22,5,338.43,325.4,-3.85,,4
QQQ,금요일,2022-05-20,2022-05-20,2022-05-27,2022-05-27,5,288.68,309.1,7.07,,5
QQQ,금요일,2022-06-17,2022-06-17,2022-06-24,2022-06-24,4,274.69,294.61,7.25,,6
QQQ,금요일,2022-07-15,2022-07-15,2022-07-22,2022-07-22,5,291.87,301.99,3.47,,7
QQQ,금요일,2022-08-19,2022-08-19,2022-08-26,2022-08-26,5,322.86,307.44,-4.78,,8
QQQ,금요일,2022-09-16,2022-09-16,2022-09-23,2022-09-23,5,289.32,275.51,-4.77,,9
QQQ,금요일,2022-10-21,2022-10-21,2022-10-28,2022-10-28,5,275.42,281.22,2.11,,10
QQQ,금요일,2022-11-18,2022-11-18,2022-11-25,2022-11-25,4,284.82,286.92,0.74,,11
QQQ,금요일,2022-12-16,2022-12-16,2022-12-23,2022-12-23,5,274.25,267.36,-2.51,,12
QQQ,금요일,2023-01-20,2023-01-20,2023-01-27,2023-01-27,5,282.68,296.26,4.8,,1
QQQ,금요일,2023-02-17,2023-02-17,2023-02-24,2023-02-24,4,301.16,291.85,-3.09,,2
QQQ,금요일,2023-03-17,2023-03-17,2023-03-24,2023-03-24,5,305.36,310.89,1.81,,3
QQQ,금요일,2023-04-21,2023-04-21,2023-04-28,2023-04-28,5,316.61,322.56,1.88,,4
QQQ,금요일,2023-05-19,2023-05-19,2023-05-26,2023-05-26,5,336.51,348.4,3.53,,5
QQQ,금요일,2023-06-16,2023-06-16,2023-06-23,2023-06-23,4,367.93,362.54,-1.46,,6
QQQ,금요일,2023-07-21,2023-07-21,2023-07-28,2023-07-28,5,375.63,383.48,2.09,,7
QQQ,금요일,2023-08-18,2023-08-18,2023-08-25,2023-08-25,5,358.13,364.02,1.64,,8
QQQ,금요일,2023-09-15,2023-09-15,2023-09-22,2023-09-22,5,370.81,357.91,-3.48,,9
QQQ,금요일,2023-10-20,2023-10-20,2023-10-27,2023-10-27,5,354.6,345.31,-2.62,,10
QQQ,금요일,2023-11-17,2023-11-17,2023-11-24,2023-11-24,4,386.04,389.51,0.9,,11
QQQ,금요일,2023-12-15,2023-12-15,2023-12-22,2023-12-22,5,405.34,408.38,0.75,,12
QQQ,금요일,2024-01-19,2024-01-19,2024-01-26,2024-01-26,5,421.18,423.81,0.62,,1
QQQ,금요일,2024-02-16,2024-02-16,2024-02-23,2024-02-23,4,430.57,436.78,1.44,,2
QQQ,금요일,2024-03-15,2024-03-15,2024-03-22,2024-03-22,5,433.92,446.38,2.87,,3
QQQ,금요일,2024-04-19,2024-04-19,2024-04-26,2024-04-26,5,414.65,431.0,3.94,,4
QQQ,금요일,2024-05-17,2024-05-17,2024-05-24,2024-05-24,5,451.76,457.95,1.37,,5
QQQ,금요일,2024-06-21,2024-06-21,2024-06-28,2024-06-28,5,480.18,479.11,-0.22,,6
QQQ,금요일,2024-07-19,2024-07-19,2024-07-26,2024-07-26,5,475.24,462.97,-2.58,,7
QQQ,금요일,2024-08-16,2024-08-16,2024-08-23,2024-08-23,5,475.03,480.0,1.05,,8
QQQ,금요일,2024-09-20,2024-09-20,2024-09-27,2024-09-27,5,482.44,486.75,0.89,,9
QQQ,금요일,2024-10-18,2024-10-18,2024-10-25,2024-10-25,5,494.47,495.32,0.17,,10
QQQ,금요일,2024-11-15,2024-11-15,2024-11-22,2024-11-22,5,496.57,505.79,1.86,,11
QQQ,금요일,2024-12-20,2024-12-20,2024-12-27,2024-12-27,4,518.66,522.56,0.75,,12
QQQ,금요일,2025-01-17,2025-01-17,2025-01-24,2025-01-24,4,521.74,529.63,1.51,,1
QQQ,금요일,2025-02-21,2025-02-21,2025-02-28,2025-02-28,5,526.08,508.17,-3.4,,2
QQQ,금요일,2025-03-21,2025-03-21,2025-03-28,2025-03-28,5,480.84,468.94,-2.47,,3
QQQ,금요일,2025-04-17,2025-04-18,2025-04-25,2025-04-25,5,444.1,472.56,6.41,,4
QQQ,금요일,2025-05-16,2025-05-16,2025-05-23,2025-05-23,5,521.51,509.24,-2.35,,5
QQQ,금요일,2025-06-20,2025-06-20,2025-06-27,2025-06-27,5,526.83,548.09,4.04,,6
QQQ,금요일,2025-07-18,2025-07-18,2025-07-25,2025-07-25,5,561.26,566.37,0.91,,7
QQQ,금요일,2025-08-15,2025-08-15,2025-08-22,2025-08-22,5,577.34,571.97,-0.93,,8
QQQ,금요일,2025-09-19,2025-09-19,2025-09-26,2025-09-26,5,599.35,595.97,-0.56,,9
QQQ,금요일,2025-10-17,2025-10-17,2025-10-24,2025-10-24,5,603.93,617.1,2.18,,10
QQQ,금요일,2025-11-21,2025-11-21,2025-11-28,2025-11-28,4,590.07,619.25,4.95,,11
QQQ,금요일,2025-12-19,2025-12-19,2025-12-26,2025-12-26,4,617.05,623.89,1.11,,12
QQQ,금요일,2026-01-16,2026-01-16,2026-01-23,2026-01-23,4,621.26,622.72,0.24,,1
QQQ,금요일,2026-02-20,2026-02-20,2026-02-27,2026-02-27,5,608.81,607.29,-0.25,,2
QQQ,금요일,2026-03-20,2026-03-20,2026-03-27,2026-03-27,5,582.06,562.58,-3.35,,3
QQQ,금요일,2026-04-17,2026-04-17,2026-04-24,2026-04-24,5,648.85,663.88,2.32,,4
QQQ,금요일,2026-05-15,2026-05-15,2026-05-22,2026-05-22,5,708.93,717.54,1.21,,5
QQQ,금요일,2026-06-18,2026-06-19,2026-06-26,2026-06-26,5,740.62,706.52,-4.6,,6
QQQ,금요일,2026-07-17,2026-07-17,2026-07-24,2026-07-24,5,695.33,684.23,-1.6,,7
QQQ,금요일,2026-08-21,2026-08-21,2026-08-28,2026-08-28,5,713.44,716.43,0.42,,8
SPY,금요일,1993-02-19,1993-02-19,1993-02-26,1993-02-26,5,43.5625,44.4062,1.94,,2
SPY,금요일,1993-03-19,1993-03-19,1993-03-26,1993-03-26,5,45.0312,44.9062,-0.28,,3
SPY,금요일,1993-04-16,1993-04-16,1993-04-23,1993-04-23,5,44.9375,43.75,-2.64,,4
SPY,금요일,1993-05-21,1993-05-21,1993-05-28,1993-05-28,5,44.75,45.2188,1.05,,5
SPY,금요일,1993-06-18,1993-06-18,1993-06-25,1993-06-25,5,44.5,44.7812,0.63,,6
SPY,금요일,1993-07-16,1993-07-16,1993-07-23,1993-07-23,5,44.75,44.7188,-0.07,,7
SPY,금요일,1993-08-20,1993-08-20,1993-08-27,1993-08-27,5,45.8125,46.25,0.95,,8
SPY,금요일,1993-09-17,1993-09-17,1993-09-24,1993-09-24,5,45.8125,45.7812,-0.07,,9
SPY,금요일,1993-10-15,1993-10-15,1993-10-22,1993-10-22,5,47.0625,46.375,-1.46,,10
SPY,금요일,1993-11-19,1993-11-19,1993-11-26,1993-11-26,4,46.3125,46.5,0.4,,11
SPY,금요일,1993-12-17,1993-12-17,1993-12-24,1993-12-23,4,46.5625,46.75,0.4,,12
SPY,금요일,1994-01-21,1994-01-21,1994-01-28,1994-01-28,5,47.375,47.875,1.06,,1
SPY,금요일,1994-02-18,1994-02-18,1994-02-25,1994-02-25,4,46.875,46.8125,-0.13,,2
SPY,금요일,1994-03-18,1994-03-18,1994-03-25,1994-03-25,5,46.9688,45.9375,-2.2,,3
SPY,금요일,1994-04-15,1994-04-15,1994-04-22,1994-04-22,5,44.5938,44.8594,0.6,,4
SPY,금요일,1994-05-20,1994-05-20,1994-05-27,1994-05-27,5,45.5625,45.875,0.69,,5
SPY,금요일,1994-06-17,1994-06-17,1994-06-24,1994-06-24,5,45.875,44.0625,-3.95,,6
SPY,금요일,1994-07-15,1994-07-15,1994-07-22,1994-07-22,5,45.3906,45.3438,-0.1,,7
SPY,금요일,1994-08-19,1994-08-19,1994-08-26,1994-08-26,5,46.4219,47.6875,2.73,,8
SPY,금요일,1994-09-16,1994-09-16,1994-09-23,1994-09-23,5,47.0156,45.9062,-2.36,,9
SPY,금요일,1994-10-21,1994-10-21,1994-10-28,1994-10-28,5,46.5625,47.6562,2.35,,10
SPY,금요일,1994-11-18,1994-11-18,1994-11-25,1994-11-25,4,46.4688,45.4688,-2.15,,11
SPY,금요일,1994-12-16,1994-12-16,1994-12-23,1994-12-23,5,45.75,46.0625,0.68,,12
SPY,금요일,1995-01-20,1995-01-20,1995-01-27,1995-01-27,5,46.5469,47.1094,1.21,,1
SPY,금요일,1995-02-17,1995-02-17,1995-02-24,1995-02-24,4,48.4531,49.0,1.13,,2
SPY,금요일,1995-03-17,1995-03-17,1995-03-24,1995-03-24,5,49.5625,50.2188,1.32,,3
SPY,금요일,1995-04-21,1995-04-21,1995-04-28,1995-04-28,5,50.8906,51.5938,1.38,,4
SPY,금요일,1995-05-19,1995-05-19,1995-05-26,1995-05-26,5,52.0938,52.5625,0.9,,5
SPY,금요일,1995-06-16,1995-06-16,1995-06-23,1995-06-23,5,53.9688,55.0156,1.94,,6
SPY,금요일,1995-07-21,1995-07-21,1995-07-28,1995-07-28,5,55.4062,56.2969,1.61,,7
SPY,금요일,1995-08-18,1995-08-18,1995-08-25,1995-08-25,5,56.1719,56.2969,0.22,,8
SPY,금요일,1995-09-15,1995-09-15,1995-09-22,1995-09-22,5,58.4375,58.3125,-0.21,,9
SPY,금요일,1995-10-20,1995-10-20,1995-10-27,1995-10-27,5,58.8281,58.1875,-1.09,,10
SPY,금요일,1995-11-17,1995-11-17,1995-11-24,1995-11-24,4,60.1875,60.3281,0.23,,11
SPY,금요일,1995-12-15,1995-12-15,1995-12-22,1995-12-22,5,61.8125,61.2031,-0.99,,12
SPY,금요일,1996-01-19,1996-01-19,1996-01-26,1996-01-26,5,61.2656,62.2344,1.58,,1
SPY,금요일,1996-02-16,1996-02-16,1996-02-23,1996-02-23,4,64.9375,65.9375,1.54,,2
SPY,금요일,1996-03-15,1996-03-15,1996-03-22,1996-03-22,5,64.125,65.1562,1.61,,3
SPY,금요일,1996-04-19,1996-04-19,1996-04-26,1996-04-26,5,64.5312,65.4375,1.4,,4
SPY,금요일,1996-05-17,1996-05-17,1996-05-24,1996-05-24,5,67.1875,68.1719,1.47,,5
SPY,금요일,1996-06-21,1996-06-21,1996-06-28,1996-06-28,5,66.8125,67.1094,0.44,,6
SPY,금요일,1996-07-19,1996-07-19,1996-07-26,1996-07-26,5,63.9688,63.7188,-0.39,,7
SPY,금요일,1996-08-16,1996-08-16,1996-08-23,1996-08-23,5,66.8438,66.8594,0.02,,8
SPY,금요일,1996-09-20,1996-09-20,1996-09-27,1996-09-27,5,68.6406,68.6875,0.07,,9
SPY,금요일,1996-10-18,1996-10-18,1996-10-25,1996-10-25,5,71.2188,70.3125,-1.27,,10
SPY,금요일,1996-11-15,1996-11-15,1996-11-22,1996-11-22,5,74.0312,75.1719,1.54,,11
SPY,금요일,1996-12-20,1996-12-20,1996-12-27,1996-12-27,4,74.8438,75.875,1.38,,12
SPY,금요일,1997-01-17,1997-01-17,1997-01-24,1997-01-24,5,77.5625,76.75,-1.05,,1
SPY,금요일,1997-02-21,1997-02-21,1997-02-28,1997-02-28,5,80.375,79.1562,-1.52,,2
SPY,금요일,1997-03-21,1997-03-21,1997-03-28,1997-03-27,4,78.4375,77.0,-1.83,,3
SPY,금요일,1997-04-18,1997-04-18,1997-04-25,1997-04-25,5,76.5625,76.5312,-0.04,,4
SPY,금요일,1997-05-16,1997-05-16,1997-05-23,1997-05-23,5,83.2188,84.7812,1.88,,5
SPY,금요일,1997-06-20,1997-06-20,1997-06-27,1997-06-27,5,89.5781,88.9062,-0.75,,6
SPY,금요일,1997-07-18,1997-07-18,1997-07-25,1997-07-25,5,91.2969,94.0312,2.99,,7
SPY,금요일,1997-08-15,1997-08-15,1997-08-22,1997-08-22,5,89.7812,92.5625,3.1,,8
SPY,금요일,1997-09-19,1997-09-19,1997-09-26,1997-09-26,5,95.0312,94.4688,-0.59,,9
SPY,금요일,1997-10-17,1997-10-17,1997-10-24,1997-10-24,5,94.2812,94.0,-0.3,,10
SPY,금요일,1997-11-21,1997-11-21,1997-11-28,1997-11-28,4,96.75,95.625,-1.16,,11
SPY,금요일,1997-12-19,1997-12-19,1997-12-26,1997-12-26,4,94.7812,93.7812,-1.06,,12
SPY,금요일,1998-01-16,1998-01-16,1998-01-23,1998-01-23,4,96.3125,95.9375,-0.39,,1
SPY,금요일,1998-02-20,1998-02-20,1998-02-27,1998-02-27,5,103.6562,105.125,1.42,,2
SPY,금요일,1998-03-20,1998-03-20,1998-03-27,1998-03-27,5,109.875,109.625,-0.23,,3
SPY,금요일,1998-04-17,1998-04-17,1998-04-24,1998-04-24,5,112.2812,110.8125,-1.31,,4
SPY,금요일,1998-05-15,1998-05-15,1998-05-22,1998-05-22,5,111.0312,111.25,0.2,,5
SPY,금요일,1998-06-19,1998-06-19,1998-06-26,1998-06-26,5,110.0625,113.6875,3.29,,6
SPY,금요일,1998-07-17,1998-07-17,1998-07-24,1998-07-24,5,118.5625,114.0938,-3.77,,7
SPY,금요일,1998-08-21,1998-08-21,1998-08-28,1998-08-28,5,108.5625,103.375,-4.78,,8
SPY,금요일,1998-09-18,1998-09-18,1998-09-25,1998-09-25,5,102.0938,104.25,2.11,,9
SPY,금요일,1998-10-16,1998-10-16,1998-10-23,1998-10-23,5,106.0,106.8438,0.8,,10
SPY,금요일,1998-11-20,1998-11-20,1998-11-27,1998-11-27,4,116.625,119.5,2.47,,11
SPY,금요일,1998-12-18,1998-12-18,1998-12-25,1998-12-24,4,118.5,122.6875,3.53,,12
SPY,금요일,1999-01-15,1999-01-15,1999-01-22,1999-01-22,4,124.375,122.5625,-1.46,,1
SPY,금요일,1999-02-19,1999-02-19,1999-02-26,1999-02-26,5,124.25,123.5625,-0.55,,2
SPY,금요일,1999-03-19,1999-03-19,1999-03-26,1999-03-26,5,129.6875,128.5625,-0.87,,3
SPY,금요일,1999-04-16,1999-04-16,1999-04-23,1999-04-23,5,131.5312,135.8125,3.25,,4
SPY,금요일,1999-05-21,1999-05-21,1999-05-28,1999-05-28,5,133.3438,130.2031,-2.36,,5
SPY,금요일,1999-06-18,1999-06-18,1999-06-25,1999-06-25,5,134.3125,131.7031,-1.94,,6
SPY,금요일,1999-07-16,1999-07-16,1999-07-23,1999-07-23,5,141.8125,135.75,-4.28,,7
SPY,금요일,1999-08-20,1999-08-20,1999-08-27,1999-08-27,5,133.9062,135.0625,0.86,,8
SPY,금요일,1999-09-17,1999-09-17,1999-09-24,1999-09-24,5,133.75,127.75,-4.49,,9
SPY,금요일,1999-10-15,1999-10-15,1999-10-22,1999-10-22,5,124.875,130.0938,4.18,,10
SPY,금요일,1999-11-19,1999-11-19,1999-11-26,1999-11-26,4,142.5,141.4375,-0.75,,11
SPY,금요일,1999-12-17,1999-12-17,1999-12-24,1999-12-23,4,142.6875,146.4844,2.66,,12
SPY,금요일,2000-01-21,2000-01-21,2000-01-28,2000-01-28,5,144.4375,135.875,-5.93,,1
SPY,금요일,2000-02-18,2000-02-18,2000-02-25,2000-02-25,4,135.3125,133.3281,-1.47,,2
SPY,금요일,2000-03-17,2000-03-17,2000-03-24,2000-03-24,5,146.9375,153.5625,4.51,,3
SPY,금요일,2000-04-20,2000-04-21,2000-04-28,2000-04-28,5,143.8125,145.0938,0.89,,4
SPY,금요일,2000-05-19,2000-05-19,2000-05-26,2000-05-26,5,141.125,138.0,-2.21,,5
SPY,금요일,2000-06-16,2000-06-16,2000-06-23,2000-06-23,5,146.5938,144.375,-1.51,,6
SPY,금요일,2000-07-21,2000-07-21,2000-07-28,2000-07-28,5,147.6875,142.0938,-3.79,,7
SPY,금요일,2000-08-18,2000-08-18,2000-08-25,2000-08-25,5,149.6875,151.25,1.04,,8
SPY,금요일,2000-09-15,2000-09-15,2000-09-22,2000-09-22,5,146.0,145.2812,-0.49,,9
SPY,금요일,2000-10-20,2000-10-20,2000-10-27,2000-10-27,5,139.9062,139.2812,-0.45,,10
SPY,금요일,2000-11-17,2000-11-17,2000-11-24,2000-11-24,4,136.6406,134.8438,-1.31,,11
SPY,금요일,2000-12-15,2000-12-15,2000-12-22,2000-12-22,5,130.9688,130.9375,-0.02,,12
SPY,금요일,2001-01-19,2001-01-19,2001-01-26,2001-01-26,5,134.0156,135.875,1.39,,1
SPY,금요일,2001-02-16,2001-02-16,2001-02-23,2001-02-23,4,130.4,124.96,-4.17,,2
SPY,금요일,2001-03-16,2001-03-16,2001-03-23,2001-03-23,5,115.01,114.48,-0.46,,3
SPY,금요일,2001-04-20,2001-04-20,2001-04-27,2001-04-27,5,124.5,125.78,1.03,,4
SPY,금요일,2001-05-18,2001-05-18,2001-05-25,2001-05-25,5,129.74,128.1,-1.26,,5
SPY,금요일,2001-06-15,2001-06-15,2001-06-22,2001-06-22,5,121.85,122.85,0.82,,6
SPY,금요일,2001-07-20,2001-07-20,2001-07-27,2001-07-27,5,121.34,120.81,-0.44,,7
SPY,금요일,2001-08-17,2001-08-17,2001-08-24,2001-08-24,5,116.75,119.02,1.94,,8
SPY,금요일,2001-09-21,2001-09-21,2001-09-28,2001-09-28,5,97.28,104.44,7.36,,9
SPY,금요일,2001-10-19,2001-10-19,2001-10-26,2001-10-26,5,107.35,110.32,2.77,,10
SPY,금요일,2001-11-16,2001-11-16,2001-11-23,2001-11-23,4,114.36,115.68,1.15,,11
SPY,금요일,2001-12-21,2001-12-21,2001-12-28,2001-12-28,4,114.95,116.0,0.91,,12
SPY,금요일,2002-01-18,2002-01-18,2002-01-25,2002-01-25,4,113.15,113.55,0.35,,1
SPY,금요일,2002-02-15,2002-02-15,2002-02-22,2002-02-22,4,110.89,109.64,-1.13,,2
SPY,금요일,2002-03-15,2002-03-15,2002-03-22,2002-03-22,5,116.65,115.04,-1.38,,3
SPY,금요일,2002-04-19,2002-04-19,2002-04-26,2002-04-26,5,112.88,107.39,-4.86,,4
SPY,금요일,2002-05-17,2002-05-17,2002-05-24,2002-05-24,5,110.9,108.69,-1.99,,5
SPY,금요일,2002-06-21,2002-06-21,2002-06-28,2002-06-28,5,99.28,98.96,-0.32,,6
SPY,금요일,2002-07-19,2002-07-19,2002-07-26,2002-07-26,5,84.71,85.6,1.05,,7
SPY,금요일,2002-08-16,2002-08-16,2002-08-23,2002-08-23,5,93.22,94.6,1.48,,8
SPY,금요일,2002-09-20,2002-09-20,2002-09-27,2002-09-27,5,84.35,82.75,-1.9,,9
SPY,금요일,2002-10-18,2002-10-18,2002-10-25,2002-10-25,5,88.64,90.2,1.76,,10
SPY,금요일,2002-11-15,2002-11-15,2002-11-22,2002-11-22,5,91.4,93.42,2.21,,11
SPY,금요일,2002-12-20,2002-12-20,2002-12-27,2002-12-27,4,89.99,87.38,-2.9,,12
SPY,금요일,2003-01-17,2003-01-17,2003-01-24,2003-01-24,4,90.66,86.38,-4.72,,1
SPY,금요일,2003-02-21,2003-02-21,2003-02-28,2003-02-28,5,85.18,84.9,-0.33,,2
SPY,금요일,2003-03-21,2003-03-21,2003-03-28,2003-03-28,5,89.67,86.71,-3.3,,3
SPY,금요일,2003-04-17,2003-04-18,2003-04-25,2003-04-25,5,89.56,90.23,0.75,,4
SPY,금요일,2003-05-16,2003-05-16,2003-05-23,2003-05-23,5,94.87,93.76,-1.17,,5
SPY,금요일,2003-06-20,2003-06-20,2003-06-27,2003-06-27,5,99.44,97.66,-1.79,,6
SPY,금요일,2003-07-18,2003-07-18,2003-07-25,2003-07-25,5,99.51,100.23,0.72,,7
SPY,금요일,2003-08-15,2003-08-15,2003-08-22,2003-08-22,5,99.62,99.77,0.15,,8
SPY,금요일,2003-09-19,2003-09-19,2003-09-26,2003-09-26,5,103.67,99.95,-3.59,,9
SPY,금요일,2003-10-17,2003-10-17,2003-10-24,2003-10-24,5,104.26,103.58,-0.65,,10
SPY,금요일,2003-11-21,2003-11-21,2003-11-28,2003-11-28,4,104.21,106.45,2.15,,11
SPY,금요일,2003-12-19,2003-12-19,2003-12-26,2003-12-26,4,108.9,109.7,0.73,,12
SPY,금요일,2004-01-16,2004-01-16,2004-01-23,2004-01-23,4,114.23,114.43,0.18,,1
SPY,금요일,2004-02-20,2004-02-20,2004-02-27,2004-02-27,5,114.88,115.02,0.12,,2
SPY,금요일,2004-03-19,2004-03-19,2004-03-26,2004-03-26,5,111.06,111.03,-0.03,,3
SPY,금요일,2004-04-16,2004-04-16,2004-04-23,2004-04-23,5,113.83,114.36,0.47,,4
SPY,금요일,2004-05-21,2004-05-21,2004-05-28,2004-05-28,5,109.81,112.86,2.78,,5
SPY,금요일,2004-06-18,2004-06-18,2004-06-25,2004-06-25,5,113.63,113.84,0.18,,6
SPY,금요일,2004-07-16,2004-07-16,2004-07-23,2004-07-23,5,110.71,108.96,-1.58,,7
SPY,금요일,2004-08-20,2004-08-20,2004-08-27,2004-08-27,5,110.48,111.45,0.88,,8
SPY,금요일,2004-09-17,2004-09-17,2004-09-24,2004-09-24,5,113.15,111.46,-1.49,,9
SPY,금요일,2004-10-15,2004-10-15,2004-10-22,2004-10-22,5,111.26,109.99,-1.14,,10
SPY,금요일,2004-11-19,2004-11-19,2004-11-26,2004-11-26,4,117.42,118.35,0.79,,11
SPY,금요일,2004-12-17,2004-12-17,2004-12-24,2004-12-23,4,119.44,120.77,1.11,,12
SPY,금요일,2005-01-21,2005-01-21,2005-01-28,2005-01-28,5,116.78,117.43,0.56,,1
SPY,금요일,2005-02-18,2005-02-18,2005-02-25,2005-02-25,4,120.39,121.43,0.86,,2
SPY,금요일,2005-03-18,2005-03-18,2005-03-25,2005-03-24,4,118.54,117.14,-1.18,,3
SPY,금요일,2005-04-15,2005-04-15,2005-04-22,2005-04-22,5,114.15,115.57,1.24,,4
SPY,금요일,2005-05-20,2005-05-20,2005-05-27,2005-05-27,5,119.12,120.25,0.95,,5
SPY,금요일,2005-06-17,2005-06-17,2005-06-24,2005-06-24,5,121.36,118.98,-1.96,,6
SPY,금요일,2005-07-15,2005-07-15,2005-07-22,2005-07-22,5,122.84,123.54,0.57,,7
SPY,금요일,2005-08-19,2005-08-19,2005-08-26,2005-08-26,5,122.47,120.76,-1.4,,8
SPY,금요일,2005-09-16,2005-09-16,2005-09-23,2005-09-23,5,123.5,121.44,-1.67,,9
SPY,금요일,2005-10-21,2005-10-21,2005-10-28,2005-10-28,5,118.13,119.8,1.41,,10
SPY,금요일,2005-11-18,2005-11-18,2005-11-25,2005-11-25,4,125.13,127.13,1.6,,11
SPY,금요일,2005-12-16,2005-12-16,2005-12-23,2005-12-23,5,126.36,126.76,0.32,,12
SPY,금요일,2006-01-20,2006-01-20,2006-01-27,2006-01-27,5,125.97,128.54,2.04,,1
SPY,금요일,2006-02-17,2006-02-17,2006-02-24,2006-02-24,4,128.81,129.41,0.47,,2
SPY,금요일,2006-03-17,2006-03-17,2006-03-24,2006-03-24,5,130.62,130.21,-0.31,,3
SPY,금요일,2006-04-21,2006-04-21,2006-04-28,2006-04-28,5,131.15,131.47,0.24,,4
SPY,금요일,2006-05-19,2006-05-19,2006-05-26,2006-05-26,5,127.1,128.38,1.01,,5
SPY,금요일,2006-06-16,2006-06-16,2006-06-23,2006-06-23,5,124.65,124.44,-0.17,,6
SPY,금요일,2006-07-21,2006-07-21,2006-07-28,2006-07-28,5,123.95,127.98,3.25,,7
SPY,금요일,2006-08-18,2006-08-18,2006-08-25,2006-08-25,5,130.69,129.81,-0.67,,8
SPY,금요일,2006-09-15,2006-09-15,2006-09-22,2006-09-22,5,131.96,131.47,-0.37,,9
SPY,금요일,2006-10-20,2006-10-20,2006-10-27,2006-10-27,5,136.84,137.91,0.78,,10
SPY,금요일,2006-11-17,2006-11-17,2006-11-24,2006-11-24,4,140.42,140.35,-0.05,,11
SPY,금요일,2006-12-15,2006-12-15,2006-12-22,2006-12-22,5,142.34,140.75,-1.12,,12
SPY,금요일,2007-01-19,2007-01-19,2007-01-26,2007-01-26,5,142.82,142.13,-0.48,,1
SPY,금요일,2007-02-16,2007-02-16,2007-02-23,2007-02-23,4,145.73,145.3,-0.3,,2
SPY,금요일,2007-03-16,2007-03-16,2007-03-23,2007-03-23,5,138.53,143.39,3.51,,3
SPY,금요일,2007-04-20,2007-04-20,2007-04-27,2007-04-27,5,148.62,149.53,0.61,,4
SPY,금요일,2007-05-18,2007-05-18,2007-05-25,2007-05-25,5,152.62,151.69,-0.61,,5
SPY,금요일,2007-06-15,2007-06-15,2007-06-22,2007-06-22,5,153.07,150.55,-1.65,,6
SPY,금요일,2007-07-20,2007-07-20,2007-07-27,2007-07-27,5,153.5,145.11,-5.47,,7
SPY,금요일,2007-08-17,2007-08-17,2007-08-24,2007-08-24,5,144.71,148.33,2.5,,8
SPY,금요일,2007-09-21,2007-09-21,2007-09-28,2007-09-28,5,151.97,152.58,0.4,,9
SPY,금요일,2007-10-19,2007-10-19,2007-10-26,2007-10-26,5,149.67,153.62,2.64,,10
SPY,금요일,2007-11-16,2007-11-16,2007-11-23,2007-11-23,4,145.79,144.13,-1.14,,11
SPY,금요일,2007-12-21,2007-12-21,2007-12-28,2007-12-28,4,148.13,147.3,-0.56,,12
SPY,금요일,2008-01-18,2008-01-18,2008-01-25,2008-01-25,4,132.06,133.04,0.74,,1
SPY,금요일,2008-02-15,2008-02-15,2008-02-22,2008-02-22,4,135.14,135.62,0.36,,2
